date,sku_id,units_sold,revenue,unit_price,promo_flag
2024-04-23,NB-KIT-190,0,0.0,4117.14,0.0
2024-03-17,NB-SMA-109,8,146001.04,18250.13,0.0
2024-03-18,NB-DÉC-076,12,92291.64,7690.97,0.0
2024-04-01,NB-DÉC-070,13,71627.53,5509.81,0.0
2025-04-23,NB-SMA-122,25,121828.25,4873.13,1.0
2025-07-20,NB-SMA-135,1,14952.04,14952.04,0.0
2025-12-27,NB-KIT-151,3,15338.88,5112.96,0.0
2025-06-18,NB-DÉC-053,16,121222.24,7576.39,0.0
2025-01-23,NB-FUR-018,19,220169.34,11587.86,0.0
2025-01-07,NB-DÉC-096,9,53050.95,5894.55,0.0
2024-12-13,NB-FUR-023,19,425714.19,22406.01,0.0
2025-02-08,NB-DÉC-087,8,29088.8,3636.1,0.0
2024-07-26,NB-FUR-048,12,133991.4,11165.95,0.0
2025-07-16,NB-KIT-198,1,4879.01,4879.01,0.0
2025-07-23,NB-KIT-190,1,4117.14,4117.14,0.0
2024-02-07,NB-FUR-002,21,631109.85,30052.85,0.0
2024-03-29,NB-DÉC-099,22,124942.4,5679.2,0.0
2024-09-28,NB-DÉC-100,9,39040.74,4337.86,0.0
2024-12-24,NB-DÉC-096,16,84675.36,5292.21,1.0
2025-09-09,NB-SMA-143,2,9909.2,4954.6,0.0
2026-02-09,NB-FUR-023,16,358496.16,22406.01,0.0
2026-03-09,NB-KIT-152,1,9116.14,9116.14,0.0
2026-03-12,NB-FUR-010,53,1074027.51,20264.67,1.0
2024-09-13,NB-DÉC-065,4,7343.52,1835.88,0.0
2025-03-01,NB-KIT-154,3,21393.39,7131.13,0.0
2025-01-14,NB-SMA-126,12,224251.08,18687.59,0.0
2025-01-04,NB-FUR-022,42,1146307.26,27293.03,0.0
2025-10-27,NB-FUR-020,53,1449622.61,27351.37,0.0
2026-03-23,NB-DÉC-089,3,5293.02,1764.34,0.0
2026-03-24,NB-DÉC-051,2,3689.66,1844.83,0.0
2025-05-13,NB-SMA-140,1,4550.15,4550.15,0.0
2025-08-28,NB-FUR-047,17,653143.74,38420.22,0.0
2025-10-09,NB-FUR-015,67,1048087.7,15643.1,0.0
2024-08-30,NB-KIT-192,0,0.0,661.61,0.0
2025-06-13,NB-DÉC-064,10,64038.2,6403.82,0.0
2025-01-02,NB-SMA-145,3,51733.17,17244.39,0.0
2024-08-01,NB-SMA-106,16,116371.52,7273.22,0.0
2024-10-23,NB-DÉC-065,21,34264.02,1631.62,1.0
2026-03-30,NB-DÉC-072,3,19216.35,6405.45,0.0
2024-12-24,NB-SMA-142,6,46954.14,7825.69,1.0
2026-01-18,NB-FUR-017,33,475546.83,14410.51,0.0
2024-02-12,NB-FUR-047,14,537883.08,38420.22,0.0
2024-10-22,NB-KIT-180,2,8219.42,4109.71,1.0
2024-10-05,NB-DÉC-058,11,25984.64,2362.24,0.0
2024-02-21,NB-DÉC-076,11,84600.67,7690.97,0.0
2024-06-14,NB-SMA-113,4,45861.0,11465.25,0.0
2024-03-09,NB-KIT-185,1,8093.36,8093.36,0.0
2025-12-10,NB-DÉC-064,12,76845.84,6403.82,0.0
2025-02-27,NB-DÉC-077,6,32523.78,5420.63,0.0
2025-03-01,NB-SMA-123,17,309368.21,18198.13,0.0
2026-02-15,NB-SMA-143,1,4954.6,4954.6,0.0
2025-02-02,NB-SMA-137,1,15159.33,15159.33,0.0
2026-01-05,NB-DÉC-097,15,37548.3,2503.22,0.0
2024-05-17,NB-SMA-108,7,73111.57,10444.51,0.0
2024-01-16,NB-FUR-004,43,508831.04,11833.28,0.0
2025-08-07,NB-DÉC-064,14,89653.48,6403.82,0.0
2026-03-16,NB-DÉC-052,3,3734.55,1244.85,0.0
2024-01-23,NB-KIT-188,1,1109.59,1109.59,0.0
2025-06-08,NB-KIT-184,1,7938.04,7938.04,0.0
2025-05-21,NB-KIT-190,0,0.0,4117.14,0.0
2025-12-02,NB-FUR-046,11,93765.98,8524.18,0.0
2025-12-03,NB-DÉC-098,9,39548.7,4394.3,0.0
2025-09-04,NB-DÉC-092,12,49546.2,4128.85,0.0
2024-02-26,NB-FUR-007,33,256614.27,7776.19,0.0
2024-06-21,NB-SMA-127,11,63738.95,5794.45,0.0
2024-09-11,NB-KIT-177,1,2007.57,2007.57,0.0
2025-08-25,NB-KIT-194,2,14428.08,7214.04,0.0
2024-05-14,NB-SMA-129,11,145572.57,13233.87,0.0
2024-08-10,NB-FUR-011,49,1989072.68,40593.32,0.0
2026-01-14,NB-DÉC-090,9,43642.8,4849.2,0.0
2026-02-26,NB-SMA-115,13,201155.76,15473.52,0.0
2024-08-03,NB-KIT-188,1,1109.59,1109.59,0.0
2024-11-05,NB-DÉC-098,27,118646.1,4394.3,0.0
2025-11-30,NB-DÉC-068,32,156712.0,4897.25,0.0
2024-05-18,NB-SMA-121,25,470799.25,18831.97,0.0
2024-05-02,NB-FUR-018,16,185405.76,11587.86,0.0
2025-09-25,NB-SMA-139,3,51795.27,17265.09,0.0
2024-04-29,NB-DÉC-093,11,55984.72,5089.52,0.0
2025-01-18,NB-DÉC-082,15,91850.1,6123.34,0.0
2026-02-15,NB-DÉC-092,19,78448.15,4128.85,0.0
2025-02-05,NB-KIT-195,1,3703.59,3703.59,0.0
2024-12-23,NB-KIT-187,0,0.0,8357.0,0.0
2025-03-11,NB-KIT-151,2,10225.92,5112.96,0.0
2025-07-01,NB-SMA-148,1,16836.43,16836.43,0.0
2024-12-18,NB-DÉC-099,18,102225.6,5679.2,0.0
2024-02-22,NB-SMA-150,1,9202.12,9202.12,0.0
2024-09-18,NB-FUR-027,26,1009046.48,38809.48,0.0
2024-02-05,NB-DÉC-089,7,12350.38,1764.34,0.0
2025-09-23,NB-DÉC-093,6,30537.12,5089.52,0.0
2024-04-29,NB-DÉC-072,6,38432.7,6405.45,0.0
2025-07-03,NB-SMA-101,8,46143.2,5767.9,0.0
2025-06-17,NB-DÉC-076,8,61527.76,7690.97,0.0
2025-08-13,NB-SMA-116,10,47813.4,4781.34,0.0
2024-03-27,NB-FUR-024,46,601046.58,13066.23,0.0
2026-03-12,NB-SMA-105,25,219320.0,8772.8,1.0
2024-02-19,NB-FUR-022,23,627739.69,27293.03,0.0
2026-01-01,NB-DÉC-056,5,4923.25,984.65,0.0
2024-09-06,NB-FUR-003,26,136683.04,5257.04,0.0
2024-06-10,NB-SMA-142,4,41226.96,10306.74,0.0
2026-02-15,NB-KIT-160,3,23819.1,7939.7,0.0
2025-12-07,NB-KIT-181,0,0.0,2833.99,0.0
2024-03-29,NB-DÉC-054,17,96538.58,5678.74,0.0
2025-03-02,NB-DÉC-095,16,90367.84,5647.99,0.0
2025-08-29,NB-KIT-167,1,4747.97,4747.97,0.0
2025-01-29,NB-KIT-200,1,6247.93,6247.93,0.0
2024-08-29,NB-DÉC-055,3,13584.87,4528.29,0.0
2024-10-12,NB-SMA-120,13,82249.96,6326.92,0.0
2024-10-12,NB-KIT-163,3,22279.71,7426.57,0.0
2026-01-03,NB-KIT-160,1,7939.7,7939.7,0.0
2025-09-29,NB-FUR-048,31,271825.98,8768.58,1.0
2025-07-31,NB-FUR-041,13,428088.96,32929.92,0.0
2024-06-22,NB-KIT-151,4,20451.84,5112.96,0.0
2025-12-23,NB-DÉC-092,8,33030.8,4128.85,0.0
2025-04-28,NB-SMA-144,1,7571.34,7571.34,0.0
2025-01-16,NB-DÉC-078,14,38769.22,2769.23,0.0
2024-02-13,NB-SMA-115,8,123788.16,15473.52,0.0
2024-08-17,NB-SMA-108,17,177556.67,10444.51,0.0
2025-06-21,NB-DÉC-057,13,36990.2,2845.4,0.0
2025-06-20,NB-FUR-039,7,45096.73,6442.39,0.0
2024-03-12,NB-FUR-005,20,522941.6,26147.08,0.0
2025-05-21,NB-KIT-154,1,7131.13,7131.13,0.0
2025-11-20,NB-SMA-131,2,32539.66,16269.83,0.0
2024-10-04,NB-KIT-192,1,500.96,500.96,1.0
2024-04-07,NB-SMA-138,0,0.0,5357.33,0.0
2025-03-20,NB-SMA-123,17,309368.21,18198.13,0.0
2025-06-15,NB-FUR-024,47,614112.81,13066.23,0.0
2024-10-11,NB-KIT-151,4,16011.44,4002.86,1.0
2024-01-06,NB-SMA-132,3,51978.93,17326.31,0.0
2024-02-26,NB-FUR-001,22,115623.86,5255.63,0.0
2025-05-17,NB-KIT-151,2,10225.92,5112.96,0.0
2024-09-18,NB-KIT-158,1,4767.97,4767.97,0.0
2025-01-05,NB-KIT-166,4,19516.76,4879.19,0.0
2024-05-07,NB-SMA-139,3,51795.27,17265.09,0.0
2024-12-15,NB-SMA-110,16,343293.6,21455.85,0.0
2025-02-02,NB-FUR-004,62,733663.36,11833.28,0.0
2024-05-09,NB-DÉC-063,8,8882.48,1110.31,0.0
2025-01-12,NB-SMA-120,19,120211.48,6326.92,0.0
2025-10-26,NB-SMA-107,51,257572.95,5050.45,1.0
2024-05-30,NB-DÉC-096,17,100207.35,5894.55,0.0
2025-08-20,NB-DÉC-067,5,7628.3,1525.66,0.0
2024-03-17,NB-DÉC-092,9,37159.65,4128.85,0.0
2025-09-09,NB-FUR-022,25,682325.75,27293.03,0.0
2026-03-18,NB-FUR-024,30,391986.9,13066.23,0.0
2025-07-02,NB-DÉC-059,5,44865.5,8973.1,0.0
2025-12-31,NB-SMA-131,5,67664.2,13532.84,1.0
2024-08-08,NB-SMA-129,34,392722.78,11550.67,1.0
2025-03-16,NB-KIT-156,4,31948.96,7987.24,0.0
2024-09-20,NB-KIT-162,0,0.0,6627.62,0.0
2024-08-03,NB-KIT-170,2,18144.44,9072.22,0.0
2024-02-27,NB-KIT-193,0,0.0,1428.34,0.0
2025-07-16,NB-DÉC-059,4,35892.4,8973.1,0.0
2025-10-08,NB-SMA-150,1,9202.12,9202.12,0.0
2025-08-09,NB-DÉC-083,11,41868.97,3806.27,0.0
2024-03-26,NB-FUR-010,29,718377.27,24771.63,0.0
2024-06-18,NB-SMA-109,5,91250.65,18250.13,0.0
2025-05-08,NB-FUR-013,28,779974.72,27856.24,0.0
2024-10-12,NB-SMA-119,15,200320.2,13354.68,0.0
2024-04-04,NB-SMA-129,17,224975.79,13233.87,0.0
2025-08-28,NB-DÉC-054,13,73823.62,5678.74,0.0
2026-02-15,NB-SMA-147,1,3482.81,3482.81,0.0
2024-12-26,NB-SMA-120,6,37961.52,6326.92,0.0
2024-12-05,NB-FUR-043,7,52548.65,7506.95,
2024-07-25,NB-SMA-139,1,17265.09,17265.09,0.0
2026-03-07,NB-FUR-032,36,933639.48,25934.43,1.0
2025-09-25,NB-SMA-114,7,134294.86,19184.98,0.0
2026-03-16,NB-KIT-200,1,6247.93,6247.93,0.0
2024-12-13,NB-FUR-002,15,450792.75,30052.85,0.0
2024-10-20,NB-SMA-123,67,1058613.4,15800.2,1.0
2024-09-20,NB-DÉC-079,6,16104.24,2684.04,0.0
2025-05-12,NB-KIT-154,2,14262.26,7131.13,0.0
2025-06-06,NB-FUR-011,29,1177206.28,40593.32,0.0
2025-07-19,NB-SMA-146,3,28143.57,9381.19,0.0
2025-10-23,NB-DÉC-100,20,71632.2,3581.61,1.0
2025-01-24,NB-FUR-036,12,386997.96,32249.83,0.0
2025-05-05,NB-FUR-031,5,55676.8,11135.36,0.0
2025-02-15,NB-FUR-013,46,1281387.04,27856.24,0.0
2026-02-14,NB-KIT-200,1,6247.93,6247.93,0.0
2024-02-27,NB-KIT-197,0,0.0,10313.52,0.0
2025-05-18,NB-FUR-031,4,44541.44,11135.36,0.0
2025-02-16,NB-DÉC-058,7,16535.68,2362.24,0.0
2026-01-13,NB-DÉC-080,7,49444.78,7063.54,0.0
2025-03-15,NB-SMA-137,6,90955.98,15159.33,0.0
2025-11-22,NB-FUR-006,163,3610396.21,22149.67,1.0
2025-12-08,NB-DÉC-078,16,44307.68,2769.23,0.0
2025-11-18,NB-DÉC-051,15,21629.85,1441.99,1.0
2024-12-07,NB-SMA-128,49,698399.45,14253.05,1.0
2025-09-02,NB-FUR-048,15,167489.25,11165.95,0.0
2025-10-26,NB-SMA-137,9,105096.24,11677.36,1.0
2025-03-25,NB-SMA-130,23,318490.89,13847.43,1.0
2024-07-20,NB-DÉC-064,17,108864.94,6403.82,0.0
2025-01-16,NB-FUR-040,7,74810.54,10687.22,0.0
2024-02-11,NB-DÉC-051,19,31233.53,1643.87,1.0
2024-10-31,NB-SMA-129,18,238209.66,13233.87,0.0
2024-11-16,NB-DÉC-059,12,107677.2,8973.1,0.0
2025-01-29,NB-DÉC-081,8,20857.44,2607.18,0.0
2026-01-16,NB-FUR-020,33,902595.21,27351.37,0.0
2024-03-22,NB-DÉC-096,7,41261.85,5894.55,0.0
2026-02-26,NB-KIT-200,0,0.0,6247.93,0.0
2025-02-28,NB-SMA-145,3,51733.17,17244.39,0.0
2024-02-11,NB-DÉC-054,27,134735.4,4990.2,1.0
2024-10-14,NB-DÉC-062,17,39804.65,2341.45,0.0
2026-03-28,NB-FUR-024,52,679443.96,13066.23,0.0
2025-04-05,NB-DÉC-062,16,37463.2,2341.45,0.0
2025-09-28,NB-FUR-022,41,1119014.23,27293.03,0.0
2026-03-01,NB-SMA-137,4,60637.32,15159.33,0.0
2024-09-11,NB-KIT-160,1,7939.7,7939.7,0.0
2025-12-31,NB-DÉC-054,18,84494.88,4694.16,1.0
2024-01-14,NB-FUR-048,21,234484.95,11165.95,0.0
2025-12-24,NB-DÉC-074,12,64093.08,5341.09,1.0
2024-10-01,NB-DÉC-083,12,45675.24,3806.27,0.0
2025-01-20,NB-SMA-127,13,75327.85,5794.45,0.0
2024-08-10,NB-KIT-158,1,4767.97,4767.97,0.0
2024-01-03,NB-SMA-128,11,206939.92,18812.72,0.0
2025-04-04,NB-DÉC-093,7,35626.64,5089.52,0.0
2025-10-18,NB-FUR-038,18,399400.92,22188.94,0.0
2025-01-29,NB-DÉC-079,12,32208.48,2684.04,0.0
2026-01-22,NB-DÉC-062,12,28097.4,2341.45,0.0
2024-08-01,NB-SMA-145,3,51733.17,17244.39,0.0
2024-12-25,NB-SMA-140,2,7957.26,3978.63,1.0
2026-03-30,NB-FUR-033,13,115587.55,8891.35,0.0
2024-06-21,NB-DÉC-071,13,21790.99,1676.23,0.0
2024-05-11,NB-KIT-153,8,33022.8,4127.85,1.0
2025-02-25,NB-KIT-152,6,54696.84,9116.14,0.0
2025-03-09,NB-SMA-141,0,0.0,10501.69,0.0
2025-07-02,NB-KIT-156,1,7987.24,7987.24,0.0
2024-03-15,NB-SMA-145,1,17244.39,17244.39,
2025-12-25,NB-KIT-197,0,0.0,8869.21,1.0
2024-07-03,NB-FUR-049,14,450887.92,32206.28,0.0
2025-02-13,NB-KIT-151,1,5112.96,5112.96,0.0
2025-02-09,NB-DÉC-064,20,128076.4,6403.82,0.0
2025-05-08,NB-DÉC-059,7,62811.7,8973.1,0.0
2026-02-13,NB-KIT-188,1,1109.59,1109.59,0.0
2025-04-13,NB-FUR-001,25,131390.75,5255.63,0.0
2024-02-20,NB-KIT-155,3,26003.88,8667.96,0.0
2024-11-08,NB-KIT-158,4,19071.88,4767.97,0.0
2025-10-25,NB-KIT-177,0,0.0,2007.57,0.0
2024-07-03,NB-DÉC-087,4,14544.4,3636.1,0.0
2025-09-07,NB-FUR-031,10,111353.6,11135.36,0.0
2025-03-20,NB-DÉC-089,7,12350.38,1764.34,0.0
2025-12-11,NB-KIT-200,1,6247.93,6247.93,0.0
2024-09-15,NB-SMA-122,45,223049.7,4956.66,1.0
2024-02-26,NB-KIT-171,0,0.0,7663.86,0.0
2024-03-15,NB-DÉC-081,12,31286.16,2607.18,0.0
2024-12-31,NB-DÉC-066,15,79587.15,5305.81,1.0
2024-07-26,NB-FUR-046,12,102290.16,8524.18,0.0
2024-03-06,NB-KIT-157,1,1764.83,1764.83,0.0
2026-03-26,NB-SMA-131,3,48809.49,16269.83,0.0
2026-01-25,NB-DÉC-096,21,110392.38,5256.78,1.0
2025-12-04,NB-FUR-001,23,120879.49,5255.63,0.0
2025-05-24,NB-SMA-145,2,34488.78,17244.39,0.0
2025-03-20,NB-DÉC-074,4,26639.48,6659.87,0.0
2024-09-01,NB-FUR-035,11,286070.84,26006.44,0.0
2024-04-29,NB-SMA-122,19,115482.38,6078.02,0.0
2025-01-16,NB-FUR-032,9,280703.7,31189.3,0.0
2024-06-30,NB-FUR-023,27,604962.27,22406.01,0.0
2025-09-22,NB-SMA-138,2,10714.66,5357.33,0.0
2025-04-27,NB-KIT-180,0,0.0,4676.47,0.0
2024-05-30,NB-FUR-011,46,1867292.72,40593.32,0.0
2025-09-16,NB-DÉC-068,8,39178.0,4897.25,0.0
2025-01-28,NB-FUR-045,11,244626.03,22238.73,0.0
2025-11-01,NB-DÉC-079,33,88573.32,2684.04,0.0
2024-06-18,NB-KIT-189,0,0.0,4286.84,0.0
2025-12-02,NB-KIT-156,0,0.0,7987.24,0.0
2024-12-05,NB-FUR-033,16,142261.6,8891.35,0.0
2025-08-29,NB-KIT-188,0,0.0,1109.59,0.0
2025-12-01,NB-FUR-045,10,222387.3,22238.73,0.0
2025-12-30,NB-FUR-032,12,374271.6,31189.3,0.0
2026-03-04,NB-DÉC-091,11,31628.08,2875.28,0.0
2026-01-11,NB-FUR-013,52,1448524.48,27856.24,0.0
2025-01-13,NB-SMA-147,3,10448.43,3482.81,0.0
2024-09-21,NB-DÉC-056,11,10831.15,984.65,0.0
2024-06-07,NB-DÉC-067,8,12205.28,1525.66,0.0
2024-12-19,NB-FUR-012,42,907301.22,21602.41,0.0
2024-06-07,NB-FUR-043,9,67562.55,7506.95,0.0
2025-12-24,NB-SMA-141,2,17087.8,8543.9,1.0
2025-12-28,NB-DÉC-082,16,97973.44,6123.34,0.0
2025-01-15,NB-KIT-197,0,0.0,10313.52,0.0
2025-04-10,NB-FUR-011,32,1298986.24,40593.32,0.0
2025-02-21,NB-FUR-019,35,282444.75,8069.85,0.0
2025-02-05,NB-FUR-001,25,131390.75,5255.63,0.0
2024-07-08,NB-FUR-021,12,368652.84,30721.07,0.0
2026-01-28,NB-FUR-027,37,1435950.76,38809.48,0.0
2024-11-03,NB-SMA-108,20,208890.2,10444.51,0.0
2024-06-10,NB-DÉC-084,2,4095.14,2047.57,0.0
2024-05-15,NB-SMA-124,11,172876.33,15716.03,0.0
2025-11-07,NB-SMA-108,9,94000.59,10444.51,0.0
2025-05-05,NB-DÉC-093,5,25447.6,5089.52,0.0
2025-02-05,NB-DÉC-067,6,9153.96,1525.66,0.0
2024-03-08,NB-DÉC-089,5,8821.7,1764.34,0.0
2024-09-05,NB-KIT-152,2,18232.28,9116.14,0.0
2025-09-02,NB-SMA-103,6,78809.4,13134.9,0.0
2024-12-14,NB-FUR-048,10,111659.5,11165.95,0.0
2024-02-25,NB-KIT-167,2,9495.94,4747.97,0.0
2025-02-02,NB-FUR-006,45,1122294.6,24939.88,0.0
2024-02-27,NB-FUR-025,20,530389.6,26519.48,0.0
2026-01-03,NB-KIT-153,2,10749.82,5374.91,0.0
2024-11-04,NB-DÉC-100,8,34702.88,4337.86,0.0
2025-04-05,NB-FUR-048,8,89327.6,11165.95,0.0
2024-06-04,NB-FUR-001,19,99856.97,5255.63,0.0
2026-01-03,NB-SMA-122,21,127638.42,6078.02,0.0
2024-10-25,NB-FUR-020,41,1121406.17,27351.37,0.0
2024-08-27,NB-FUR-010,29,718377.27,24771.63,0.0
2025-10-01,NB-KIT-154,4,28524.52,7131.13,0.0
2025-06-26,NB-SMA-148,1,16836.43,16836.43,0.0
2024-06-19,NB-KIT-167,2,9495.94,4747.97,0.0
2025-08-30,NB-SMA-118,13,130593.58,10045.66,0.0
2024-01-08,NB-DÉC-079,8,21472.32,2684.04,0.0
2024-10-20,NB-FUR-047,63,1819067.67,28874.09,1.0
2024-02-01,NB-SMA-109,4,73000.52,18250.13,0.0
2026-03-19,NB-KIT-169,1,7652.95,7652.95,0.0
2026-03-23,NB-DÉC-082,7,42863.38,6123.34,0.0
2025-11-03,NB-FUR-035,13,338083.72,26006.44,0.0
2025-12-01,NB-KIT-159,2,13421.48,6710.74,0.0
2024-07-02,NB-SMA-130,19,304651.89,16034.31,0.0
2025-05-28,NB-SMA-103,5,65674.5,13134.9,0.0
2025-05-10,NB-FUR-002,23,691215.55,30052.85,0.0
2025-03-23,NB-SMA-103,7,91944.3,13134.9,0.0
2024-07-15,NB-FUR-039,5,32211.95,6442.39,0.0
2026-03-05,NB-FUR-005,20,522941.6,26147.08,0.0
2025-04-15,NB-DÉC-082,9,55110.06,6123.34,0.0
2024-09-01,NB-FUR-001,35,183947.05,5255.63,0.0
2024-08-27,NB-SMA-133,0,0.0,19573.33,0.0
2024-07-01,NB-KIT-187,1,8357.0,8357.0,0.0
2024-10-18,NB-DÉC-059,5,44865.5,8973.1,0.0
2024-10-05,NB-SMA-146,4,37524.76,9381.19,0.0
2025-03-13,NB-DÉC-076,15,115364.55,7690.97,0.0
2025-12-18,NB-FUR-011,38,1542546.16,40593.32,0.0
2024-09-02,NB-DÉC-053,12,90916.68,7576.39,0.0
2025-01-03,NB-KIT-164,2,14428.52,7214.26,0.0
2024-05-16,NB-KIT-155,4,34671.84,8667.96,0.0
2025-03-03,NB-SMA-104,7,90643.98,12949.14,0.0
2025-10-20,NB-KIT-196,1,5458.21,5458.21,1.0
2025-03-10,NB-FUR-048,12,133991.4,11165.95,0.0
2025-05-18,NB-SMA-107,12,70833.96,5902.83,0.0
2024-04-21,NB-FUR-014,45,936012.15,20800.27,1.0
2025-09-03,NB-SMA-128,14,263378.08,18812.72,0.0
2026-02-06,NB-FUR-027,26,1009046.48,38809.48,0.0
2025-02-18,NB-SMA-128,8,150501.76,18812.72,0.0
2024-09-24,NB-SMA-139,4,69060.36,17265.09,0.0
2024-06-16,NB-FUR-040,3,32061.66,10687.22,0.0
2024-01-19,NB-FUR-027,30,1164284.4,38809.48,0.0
2024-12-01,NB-FUR-043,2,15013.9,7506.95,0.0
2025-08-11,NB-SMA-113,14,160513.5,11465.25,0.0
2024-06-02,NB-SMA-108,17,177556.67,10444.51,0.0
2024-04-28,NB-FUR-048,29,267548.78,9225.82,1.0
2024-03-23,NB-DÉC-083,13,49481.51,3806.27,0.0
2025-05-05,NB-SMA-102,9,91955.7,10217.3,0.0
2025-03-12,NB-SMA-118,8,80365.28,10045.66,0.0
2026-01-30,NB-KIT-163,4,29706.28,7426.57,0.0
2024-11-30,NB-FUR-045,17,378058.41,22238.73,0.0
2025-10-16,NB-DÉC-079,17,45628.68,2684.04,0.0
2025-03-22,NB-FUR-016,29,1002384.13,34564.97,0.0
2025-04-20,NB-DÉC-074,10,66598.7,6659.87,0.0
2025-07-22,NB-KIT-185,0,0.0,8093.36,0.0
2024-03-27,NB-SMA-113,7,80256.75,11465.25,0.0
2024-12-11,NB-FUR-014,19,475406.79,25021.41,0.0
2024-07-08,NB-DÉC-062,10,23414.5,2341.45,0.0
2025-06-23,NB-SMA-135,2,29904.08,14952.04,0.0
2026-03-31,NB-FUR-015,34,531865.4,15643.1,0.0
2026-03-15,NB-SMA-111,17,146058.05,8591.65,0.0
2024-07-11,NB-FUR-034,8,248481.52,31060.19,0.0
2025-05-23,NB-FUR-021,13,399373.91,30721.07,0.0
2024-12-16,NB-FUR-038,6,133133.64,22188.94,0.0
2024-07-04,NB-FUR-045,9,200148.57,22238.73,0.0
2024-12-02,NB-DÉC-054,9,51108.66,5678.74,0.0
2026-03-25,NB-KIT-168,1,5590.29,5590.29,1.0
2024-04-19,NB-FUR-023,16,358496.16,22406.01,0.0
2026-02-02,NB-DÉC-054,5,28393.7,5678.74,0.0
2026-01-26,NB-FUR-045,17,292360.73,17197.69,1.0
2025-08-06,NB-KIT-181,1,2833.99,2833.99,0.0
2024-10-19,NB-DÉC-051,3,5534.49,1844.83,0.0
2026-03-09,NB-KIT-163,6,44559.42,7426.57,0.0
2024-11-24,NB-FUR-007,97,754290.43,7776.19,0.0
2025-12-24,NB-KIT-176,1,2186.73,2186.73,1.0
2025-04-28,NB-KIT-166,1,4879.19,4879.19,0.0
2024-09-18,NB-DÉC-099,15,85188.0,5679.2,0.0
2024-05-18,NB-KIT-197,0,0.0,10313.52,0.0
2026-03-14,NB-DÉC-069,16,65426.08,4089.13,0.0
2024-08-08,NB-SMA-126,32,493212.16,15412.88,1.0
2024-11-01,NB-KIT-164,7,50499.82,7214.26,0.0
2025-05-03,NB-SMA-112,8,117468.32,14683.54,0.0
2024-02-01,NB-SMA-107,12,70833.96,5902.83,0.0
2024-09-29,NB-FUR-010,67,1262732.25,18846.75,1.0
2024-11-24,NB-DÉC-088,23,69016.56,3000.72,0.0
2025-05-05,NB-FUR-016,25,864124.25,34564.97,0.0
2025-12-24,NB-SMA-102,39,309442.77,7934.43,1.0
2025-06-22,NB-DÉC-083,15,57094.05,3806.27,0.0
2025-05-26,NB-SMA-127,11,63738.95,5794.45,0.0
2024-12-23,NB-KIT-186,1,7014.34,7014.34,0.0
2025-10-20,NB-SMA-102,48,371952.0,7749.0,1.0
2024-05-31,NB-FUR-028,44,1372229.76,31187.04,0.0
2024-09-05,NB-DÉC-065,6,11015.28,1835.88,0.0
2024-07-26,NB-SMA-101,6,34607.4,5767.9,0.0
2025-12-05,NB-KIT-172,0,0.0,6165.7,1.0
2025-11-04,NB-FUR-028,66,2058344.64,31187.04,0.0
2024-08-10,NB-FUR-009,53,361834.71,6827.07,0.0
2024-11-26,NB-DÉC-061,12,105940.2,8828.35,0.0
2025-06-19,NB-FUR-048,12,133991.4,11165.95,0.0
2025-10-05,NB-DÉC-064,16,102461.12,6403.82,0.0
2025-02-07,NB-FUR-011,41,1664326.12,40593.32,0.0
2025-02-20,NB-DÉC-080,14,98889.56,7063.54,0.0
2025-03-13,NB-FUR-009,43,293564.01,6827.07,0.0
2024-10-06,NB-KIT-164,8,57714.08,7214.26,0.0
2025-05-02,NB-SMA-126,12,224251.08,18687.59,0.0
2024-09-02,NB-FUR-034,7,217421.33,31060.19,0.0
2024-10-31,NB-SMA-126,20,373751.8,18687.59,0.0
2025-08-05,NB-KIT-171,0,0.0,7663.86,0.0
2025-04-11,NB-FUR-034,5,155300.95,31060.19,0.0
2025-03-09,NB-KIT-154,3,21393.39,7131.13,0.0
2025-11-26,NB-KIT-189,0,0.0,4286.84,0.0
2025-07-28,NB-DÉC-098,24,87791.28,3657.97,1.0
2026-02-01,NB-FUR-019,42,338933.7,8069.85,0.0
2024-12-05,NB-FUR-035,8,208051.52,26006.44,0.0
2025-01-09,NB-FUR-040,6,64123.32,10687.22,0.0
2025-05-08,NB-SMA-138,1,5357.33,5357.33,0.0
2024-10-19,NB-SMA-107,26,153473.58,5902.83,0.0
2024-07-31,NB-FUR-007,40,311047.6,7776.19,0.0
2024-05-10,NB-KIT-151,2,10225.92,5112.96,0.0
2025-12-11,NB-SMA-139,2,34530.18,17265.09,0.0
2024-09-28,NB-KIT-198,1,4879.01,4879.01,0.0
2025-11-11,NB-FUR-033,11,97804.85,8891.35,0.0
2025-02-27,NB-DÉC-078,17,47076.91,2769.23,0.0
2025-11-05,NB-FUR-036,16,515997.28,32249.83,0.0
2025-01-22,NB-FUR-037,12,69287.64,5773.97,0.0
2025-10-01,NB-DÉC-059,13,116650.3,8973.1,0.0
2025-10-21,NB-SMA-121,35,593162.15,16947.49,1.0
2025-03-09,NB-SMA-119,19,253738.92,13354.68,0.0
2025-06-10,NB-DÉC-052,4,4979.4,1244.85,0.0
2026-02-15,NB-FUR-044,16,177569.28,11098.08,0.0
2025-08-05,NB-KIT-151,2,10225.92,5112.96,0.0
2024-01-04,NB-SMA-126,16,299001.44,18687.59,0.0
2025-07-12,NB-SMA-119,9,120192.12,13354.68,0.0
2024-05-08,NB-DÉC-079,9,24156.36,2684.04,0.0
