date,week,month,season,is_holiday,promo_event
2026-01-03,0,1,Winter,1,
2026-01-04,0,1,Winter,1,
2026-01-05,1,1,Winter,0,
2026-01-06,1,1,Winter,0,
2026-01-07,1,1,Winter,0,
2026-01-08,1,1,Winter,0,
2026-01-09,1,1,Winter,0,
2026-01-10,1,1,Winter,1,
2026-01-11,1,1,Winter,1,
2026-01-12,2,1,Winter,0,
2026-01-13,2,1,Winter,0,
2026-01-14,2,1,Winter,0,
2026-01-15,2,1,Winter,0,
2026-01-16,2,1,Winter,0,
2026-01-17,2,1,Winter,1,
2026-01-18,2,1,Winter,1,
2026-01-19,3,1,Winter,0,
2026-01-20,3,1,Winter,0,
2026-01-21,3,1,Winter,0,
2026-01-22,3,1,Winter,0,
2026-01-23,3,1,Winter,0,
2026-01-24,3,1,Winter,1,
2026-01-25,3,1,Winter,1,
2026-01-26,4,1,Winter,1,Republic Day Sale
2026-01-27,4,1,Winter,0,
2026-01-28,4,1,Winter,0,
2026-01-29,4,1,Winter,0,
2026-01-30,4,1,Winter,0,
2026-01-31,4,1,Winter,1,
2026-02-01,4,2,Winter,1,
2026-02-02,5,2,Winter,0,
2026-02-03,5,2,Winter,0,
2026-02-04,5,2,Winter,0,
2026-02-05,5,2,Winter,0,
2026-02-06,5,2,Winter,0,
2026-02-07,5,2,Winter,1,
2026-02-08,5,2,Winter,1,
2026-02-09,6,2,Winter,0,
2026-02-10,6,2,Winter,0,
2026-02-11,6,2,Winter,0,
2026-02-12,6,2,Winter,0,
2026-02-13,6,2,Winter,0,
2026-02-14,6,2,Winter,1,
2026-02-15,6,2,Winter,1,
2026-02-16,7,2,Winter,0,
2026-02-17,7,2,Winter,0,
2026-02-18,7,2,Winter,0,
2026-02-19,7,2,Winter,0,
2026-02-20,7,2,Winter,0,
2026-02-21,7,2,Winter,1,
2026-02-22,7,2,Winter,1,
2026-02-23,8,2,Winter,0,
2026-02-24,8,2,Winter,0,
2026-02-25,8,2,Winter,0,
2026-02-26,8,2,Winter,0,
2026-02-27,8,2,Winter,0,
2026-02-28,8,2,Winter,1,
2026-03-01,8,3,Summer,1,
2026-03-02,9,3,Summer,0,
2026-03-03,9,3,Summer,0,
2026-03-04,9,3,Summer,0,
2026-03-05,9,3,Summer,0,
2026-03-06,9,3,Summer,0,
2026-03-07,9,3,Summer,1,
2026-03-08,9,3,Summer,1,
2026-03-09,10,3,Summer,0,
2026-03-10,10,3,Summer,0,
2026-03-11,10,3,Summer,0,
2026-03-12,10,3,Summer,0,
2026-03-13,10,3,Summer,0,
2026-03-14,10,3,Summer,1,
2026-03-15,10,3,Summer,1,
2026-03-16,11,3,Summer,0,
2026-03-17,11,3,Summer,0,
2026-03-18,11,3,Summer,0,
2026-03-19,11,3,Summer,0,
2026-03-20,11,3,Summer,0,
2026-03-21,11,3,Summer,1,
2026-03-22,11,3,Summer,1,
2026-03-23,12,3,Summer,0,
2026-03-24,12,3,Summer,0,
2026-03-25,12,3,Summer,1,Holi Spring Festival
2026-03-26,12,3,Summer,0,
2026-03-27,12,3,Summer,0,
2026-03-28,12,3,Summer,1,
2026-03-29,12,3,Summer,1,
2026-03-30,13,3,Summer,0,
2026-03-31,13,3,Summer,0,
