sku_id,category,subcategory,forecast_week,week_horizon,predicted_units,lower_ci_80,upper_ci_80,baseline_units,unit_cost,list_price
NB-DÉC-082,Décor,Wall Art,2026-05-25,8,0.4,0.5,13.2,6.2,2199.83,6123.34
NB-DÉC-083,Décor,Mirrors,2026-04-06,1,30.1,8.0,30.1,89.0,1471.63,3806.27
NB-DÉC-083,Décor,Mirrors,2026-04-13,2,22.2,8.2,22.2,64.0,1471.63,3806.27
NB-DÉC-083,Décor,Mirrors,2026-04-20,3,14.4,7.0,14.4,77.0,1471.63,3806.27
NB-DÉC-083,Décor,Mirrors,2026-04-27,4,0.7,6.7,15.4,17.0,1471.63,3806.27
NB-DÉC-083,Décor,Mirrors,2026-05-04,5,1.1,5.8,27.7,30.1,1471.63,3806.27
NB-DÉC-083,Décor,Mirrors,2026-05-11,6,1.3,5.1,14.5,22.2,1471.63,3806.27
NB-DÉC-083,Décor,Mirrors,2026-05-18,7,0.0,0.6,12.0,14.4,1471.63,3806.27
NB-DÉC-083,Décor,Mirrors,2026-05-25,8,0.0,1.0,8.9,0.7,1471.63,3806.27
NB-DÉC-084,Décor,Candles,2026-04-06,1,12.4,6.1,33.2,60.0,758.5,2047.57
NB-DÉC-084,Décor,Candles,2026-04-13,2,3.5,4.8,25.3,40.0,758.5,2047.57
NB-DÉC-084,Décor,Candles,2026-04-20,3,0.2,4.9,39.6,63.0,758.5,2047.57
NB-DÉC-084,Décor,Candles,2026-04-27,4,0.2,6.5,7.6,17.0,758.5,2047.57
NB-DÉC-084,Décor,Candles,2026-05-04,5,0.0,1.8,8.3,12.4,758.5,2047.57
NB-DÉC-084,Décor,Candles,2026-05-11,6,0.0,1.2,6.3,3.5,758.5,2047.57
NB-DÉC-084,Décor,Candles,2026-05-18,7,0.0,1.5,5.6,0.2,758.5,2047.57
NB-DÉC-084,Décor,Candles,2026-05-25,8,0.0,0.0,5.1,0.2,758.5,2047.57
NB-DÉC-085,Décor,Mirrors,2026-04-06,1,31.6,11.1,31.6,92.0,405.24,1104.51
NB-DÉC-085,Décor,Mirrors,2026-04-13,2,34.0,11.5,34.0,97.0,405.24,1104.51
NB-DÉC-085,Décor,Mirrors,2026-04-20,3,22.0,10.2,22.0,90.0,405.24,1104.51
NB-DÉC-085,Décor,Mirrors,2026-04-27,4,10.2,7.0,10.2,25.0,405.24,1104.51
NB-DÉC-085,Décor,Mirrors,2026-05-04,5,5.8,5.5,5.8,31.6,405.24,1104.51
NB-DÉC-085,Décor,Mirrors,2026-05-11,6,0.0,5.6,26.1,34.0,405.24,1104.51
NB-DÉC-085,Décor,Mirrors,2026-05-18,7,0.4,5.3,12.9,22.0,405.24,1104.51
NB-DÉC-085,Décor,Mirrors,2026-05-25,8,0.0,0.5,18.1,10.2,405.24,1104.51
NB-DÉC-086,Décor,Wall Art,2026-04-06,1,10.9,8.3,27.9,61.0,1529.09,2859.36
NB-DÉC-086,Décor,Wall Art,2026-04-13,2,3.5,6.5,24.1,53.0,1529.09,2859.36
NB-DÉC-086,Décor,Wall Art,2026-04-20,3,0.0,5.7,31.8,51.0,1529.09,2859.36
NB-DÉC-086,Décor,Wall Art,2026-04-27,4,0.0,1.8,16.2,14.0,1529.09,2859.36
NB-DÉC-086,Décor,Wall Art,2026-05-04,5,0.0,2.2,8.6,10.9,1529.09,2859.36
NB-DÉC-086,Décor,Wall Art,2026-05-11,6,0.0,2.0,5.0,3.5,1529.09,2859.36
NB-DÉC-086,Décor,Wall Art,2026-05-18,7,0.0,1.8,5.0,0.0,1529.09,2859.36
NB-DÉC-086,Décor,Wall Art,2026-05-25,8,0.0,0.1,5.2,0.0,1529.09,2859.36
NB-DÉC-087,Décor,Candles,2026-04-06,1,2.4,5.3,24.2,43.0,1373.14,3636.1
NB-DÉC-087,Décor,Candles,2026-04-13,2,4.1,5.8,15.3,26.0,1373.14,3636.1
NB-DÉC-087,Décor,Candles,2026-04-20,3,0.0,4.9,7.9,43.0,1373.14,3636.1
NB-DÉC-087,Décor,Candles,2026-04-27,4,0.0,1.2,6.3,5.0,1373.14,3636.1
NB-DÉC-087,Décor,Candles,2026-05-04,5,0.0,1.1,6.6,2.4,1373.14,3636.1
NB-DÉC-087,Décor,Candles,2026-05-11,6,0.0,1.1,5.2,4.1,1373.14,3636.1
NB-DÉC-087,Décor,Candles,2026-05-18,7,0.7,0.0,3.3,0.0,1373.14,3636.1
NB-DÉC-087,Décor,Candles,2026-05-25,8,0.0,0.0,5.5,0.0,1373.14,3636.1
NB-DÉC-088,Décor,Candles,2026-04-06,1,29.2,11.6,30.2,98.0,1358.78,3000.72
NB-DÉC-088,Décor,Candles,2026-04-13,2,32.0,11.2,32.0,89.0,1358.78,3000.72
NB-DÉC-088,Décor,Candles,2026-04-20,3,23.5,8.7,23.5,98.0,1358.78,3000.72
NB-DÉC-088,Décor,Candles,2026-04-27,4,12.8,7.4,12.8,26.0,1358.78,3000.72
NB-DÉC-088,Décor,Candles,2026-05-04,5,7.6,6.0,7.6,29.2,1358.78,3000.72
NB-DÉC-088,Décor,Candles,2026-05-11,6,0.6,6.1,27.5,32.0,1358.78,3000.72
NB-DÉC-088,Décor,Candles,2026-05-18,7,1.6,4.6,13.6,23.5,1358.78,3000.72
NB-DÉC-088,Décor,Candles,2026-05-25,8,0.3,1.0,16.1,12.8,1358.78,3000.72
NB-DÉC-089,Décor,Candles,2026-04-06,1,10.7,6.4,31.4,41.0,794.59,1764.34
NB-DÉC-089,Décor,Candles,2026-04-13,2,3.6,5.3,26.4,50.0,794.59,1764.34
NB-DÉC-089,Décor,Candles,2026-04-20,3,0.0,5.5,27.3,60.0,794.59,1764.34
NB-DÉC-089,Décor,Candles,2026-04-27,4,0.0,2.2,7.1,11.0,794.59,1764.34
NB-DÉC-089,Décor,Candles,2026-05-04,5,0.0,1.8,6.7,10.7,794.59,1764.34
NB-DÉC-089,Décor,Candles,2026-05-11,6,0.0,2.0,6.7,3.6,794.59,1764.34
NB-DÉC-089,Décor,Candles,2026-05-18,7,0.0,2.0,3.8,0.0,794.59,1764.34
NB-DÉC-089,Décor,Candles,2026-05-25,8,0.0,0.0,4.7,0.0,794.59,1764.34
NB-DÉC-090,Décor,Wall Art,2026-04-06,1,34.8,13.4,35.6,119.0,2308.1,4849.2
NB-DÉC-090,Décor,Wall Art,2026-04-13,2,46.8,12.7,46.8,92.0,2308.1,4849.2
NB-DÉC-090,Décor,Wall Art,2026-04-20,3,40.8,12.8,40.8,115.0,2308.1,4849.2
NB-DÉC-090,Décor,Wall Art,2026-04-27,4,22.5,10.4,22.5,25.0,2308.1,4849.2
NB-DÉC-090,Décor,Wall Art,2026-05-04,5,17.5,8.6,17.5,34.8,2308.1,4849.2
NB-DÉC-090,Décor,Wall Art,2026-05-11,6,8.4,6.3,8.4,46.8,2308.1,4849.2
NB-DÉC-090,Décor,Wall Art,2026-05-18,7,2.6,5.8,14.1,40.8,2308.1,4849.2
NB-DÉC-090,Décor,Wall Art,2026-05-25,8,1.8,5.3,14.2,22.5,2308.1,4849.2
NB-DÉC-091,Décor,Vases & Planters,2026-04-06,1,37.4,14.6,37.4,118.0,1289.43,2875.28
NB-DÉC-091,Décor,Vases & Planters,2026-04-13,2,41.6,15.0,41.6,100.0,1289.43,2875.28
NB-DÉC-091,Décor,Vases & Planters,2026-04-20,3,43.8,13.5,43.8,119.0,1289.43,2875.28
NB-DÉC-091,Décor,Vases & Planters,2026-04-27,4,24.8,11.8,24.8,36.0,1289.43,2875.28
NB-DÉC-091,Décor,Vases & Planters,2026-05-04,5,19.2,8.4,19.2,37.4,1289.43,2875.28
NB-DÉC-091,Décor,Vases & Planters,2026-05-11,6,11.4,7.0,11.4,41.6,1289.43,2875.28
NB-DÉC-091,Décor,Vases & Planters,2026-05-18,7,7.8,6.0,7.8,43.8,1289.43,2875.28
NB-DÉC-091,Décor,Vases & Planters,2026-05-25,8,1.7,4.7,18.3,24.8,1289.43,2875.28
NB-DÉC-092,Décor,Vases & Planters,2026-04-06,1,35.4,15.3,36.2,114.0,1841.46,4128.85
NB-DÉC-092,Décor,Vases & Planters,2026-04-13,2,40.3,15.1,40.3,104.0,1841.46,4128.85
NB-DÉC-092,Décor,Vases & Planters,2026-04-20,3,42.7,13.4,42.7,114.0,1841.46,4128.85
NB-DÉC-092,Décor,Vases & Planters,2026-04-27,4,22.4,11.8,22.4,37.0,1841.46,4128.85
NB-DÉC-092,Décor,Vases & Planters,2026-05-04,5,17.7,7.3,17.7,35.4,1841.46,4128.85
NB-DÉC-092,Décor,Vases & Planters,2026-05-11,6,10.1,6.7,10.1,40.3,1841.46,4128.85
NB-DÉC-092,Décor,Vases & Planters,2026-05-18,7,3.3,6.0,3.3,42.7,1841.46,4128.85
NB-DÉC-092,Décor,Vases & Planters,2026-05-25,8,2.5,5.9,15.0,22.4,1841.46,4128.85
NB-DÉC-093,Décor,Wall Art,2026-04-06,1,23.5,7.1,23.5,76.0,2442.44,5089.52
NB-DÉC-093,Décor,Wall Art,2026-04-13,2,19.7,7.4,19.7,69.0,2442.44,5089.52
NB-DÉC-093,Décor,Wall Art,2026-04-20,3,3.6,5.8,23.8,64.0,2442.44,5089.52
NB-DÉC-093,Décor,Wall Art,2026-04-27,4,0.0,6.3,25.9,13.0,2442.44,5089.52
NB-DÉC-093,Décor,Wall Art,2026-05-04,5,1.1,4.3,19.5,23.5,2442.44,5089.52
NB-DÉC-093,Décor,Wall Art,2026-05-11,6,0.6,1.0,15.6,19.7,2442.44,5089.52
NB-DÉC-093,Décor,Wall Art,2026-05-18,7,0.0,2.0,8.6,3.6,2442.44,5089.52
NB-DÉC-093,Décor,Wall Art,2026-05-25,8,0.0,0.8,4.0,0.0,2442.44,5089.52
NB-DÉC-094,Décor,Vases & Planters,2026-04-06,1,6.0,4.3,23.6,38.0,689.5,1897.5
NB-DÉC-094,Décor,Vases & Planters,2026-04-13,2,1.0,4.7,13.0,37.0,689.5,1897.5
NB-DÉC-094,Décor,Vases & Planters,2026-04-20,3,0.0,2.4,6.9,34.0,689.5,1897.5
NB-DÉC-094,Décor,Vases & Planters,2026-04-27,4,0.0,1.2,6.3,6.0,689.5,1897.5
NB-DÉC-094,Décor,Vases & Planters,2026-05-04,5,0.0,1.1,6.6,6.0,689.5,1897.5
NB-DÉC-094,Décor,Vases & Planters,2026-05-11,6,0.0,1.0,5.4,1.0,689.5,1897.5
NB-DÉC-094,Décor,Vases & Planters,2026-05-18,7,0.5,0.0,6.7,0.0,689.5,1897.5
NB-DÉC-094,Décor,Vases & Planters,2026-05-25,8,0.0,0.0,5.4,0.0,689.5,1897.5
NB-DÉC-095,Décor,Wall Art,2026-04-06,1,32.3,14.1,38.4,128.0,2900.34,5647.99
NB-DÉC-095,Décor,Wall Art,2026-04-13,2,45.5,12.9,45.5,118.0,2900.34,5647.99
NB-DÉC-095,Décor,Wall Art,2026-04-20,3,35.6,11.7,35.6,93.0,2900.34,5647.99
NB-DÉC-095,Décor,Wall Art,2026-04-27,4,21.7,10.1,21.7,31.0,2900.34,5647.99
NB-DÉC-095,Décor,Wall Art,2026-05-04,5,17.7,7.5,17.7,32.3,2900.34,5647.99
NB-DÉC-095,Décor,Wall Art,2026-05-11,6,8.2,6.6,8.2,45.5,2900.34,5647.99
NB-DÉC-095,Décor,Wall Art,2026-05-18,7,2.6,6.2,4.6,35.6,2900.34,5647.99
NB-DÉC-095,Décor,Wall Art,2026-05-25,8,1.6,5.4,14.2,21.7,2900.34,5647.99
NB-DÉC-096,Décor,Mirrors,2026-04-06,1,26.6,8.1,26.6,72.0,2907.569126919706,5894.55
NB-DÉC-096,Décor,Mirrors,2026-04-13,2,18.4,7.1,18.4,55.0,2907.569126919706,5894.55
NB-DÉC-096,Décor,Mirrors,2026-04-20,3,10.6,6.5,27.8,66.0,2907.569126919706,5894.55
NB-DÉC-096,Décor,Mirrors,2026-04-27,4,0.3,6.2,16.5,23.0,2907.569126919706,5894.55
NB-DÉC-096,Décor,Mirrors,2026-05-04,5,0.7,5.0,20.3,26.6,2907.569126919706,5894.55
NB-DÉC-096,Décor,Mirrors,2026-05-11,6,0.7,1.1,14.6,18.4,2907.569126919706,5894.55
NB-DÉC-096,Décor,Mirrors,2026-05-18,7,0.0,1.6,8.3,10.6,2907.569126919706,5894.55
NB-DÉC-096,Décor,Mirrors,2026-05-25,8,0.0,1.5,4.6,0.3,2907.569126919706,5894.55
NB-DÉC-097,Décor,Candles,2026-04-06,1,34.3,12.0,37.3,112.0,1002.75,2503.22
NB-DÉC-097,Décor,Candles,2026-04-13,2,45.0,12.4,45.0,107.0,1002.75,2503.22
NB-DÉC-097,Décor,Candles,2026-04-20,3,37.8,11.7,37.8,115.0,1002.75,2503.22
NB-DÉC-097,Décor,Candles,2026-04-27,4,19.7,8.2,19.7,26.0,1002.75,2503.22
NB-DÉC-097,Décor,Candles,2026-05-04,5,17.4,6.6,17.4,34.3,1002.75,2503.22
NB-DÉC-097,Décor,Candles,2026-05-11,6,9.2,5.7,9.2,45.0,1002.75,2503.22
NB-DÉC-097,Décor,Candles,2026-05-18,7,2.4,5.6,2.4,37.8,1002.75,2503.22
NB-DÉC-097,Décor,Candles,2026-05-25,8,1.4,4.9,14.3,19.7,1002.75,2503.22
NB-DÉC-098,Décor,Wall Art,2026-04-06,1,37.9,12.1,43.2,140.0,2433.78,4394.3
NB-DÉC-098,Décor,Wall Art,2026-04-13,2,38.9,12.7,38.9,96.0,2433.78,4394.3
NB-DÉC-098,Décor,Wall Art,2026-04-20,3,41.4,12.6,41.4,131.0,2433.78,4394.3
NB-DÉC-098,Décor,Wall Art,2026-04-27,4,21.7,10.1,21.7,22.0,2433.78,4394.3
NB-DÉC-098,Décor,Wall Art,2026-05-04,5,16.4,7.3,16.4,37.9,2433.78,4394.3
NB-DÉC-098,Décor,Wall Art,2026-05-11,6,8.5,6.4,8.5,38.9,2433.78,4394.3
NB-DÉC-098,Décor,Wall Art,2026-05-18,7,2.7,5.9,13.7,41.4,2433.78,4394.3
NB-DÉC-098,Décor,Wall Art,2026-05-25,8,2.4,5.4,14.4,21.7,2433.78,4394.3
NB-DÉC-099,Décor,Lighting,2026-04-06,1,31.3,16.6,35.4,119.0,2813.1,5679.2
NB-DÉC-099,Décor,Lighting,2026-04-13,2,43.8,13.2,43.8,102.0,2813.1,5679.2
NB-DÉC-099,Décor,Lighting,2026-04-20,3,34.4,12.2,34.4,100.0,2813.1,5679.2
NB-DÉC-099,Décor,Lighting,2026-04-27,4,19.3,10.2,19.3,35.0,2813.1,5679.2
NB-DÉC-099,Décor,Lighting,2026-05-04,5,12.3,7.0,12.3,31.3,2813.1,5679.2
NB-DÉC-099,Décor,Lighting,2026-05-11,6,8.5,6.3,8.5,43.8,2813.1,5679.2
NB-DÉC-099,Décor,Lighting,2026-05-18,7,3.6,6.1,3.6,34.4,2813.1,5679.2
NB-DÉC-099,Décor,Lighting,2026-05-25,8,0.0,3.3,13.9,19.3,2813.1,5679.2
NB-DÉC-100,Décor,Candles,2026-04-06,1,17.5,7.7,30.3,74.0,1840.1,4337.86
NB-DÉC-100,Décor,Candles,2026-04-13,2,8.1,4.9,26.2,50.0,1840.1,4337.86
NB-DÉC-100,Décor,Candles,2026-04-20,3,0.0,5.9,30.9,54.0,1840.1,4337.86
NB-DÉC-100,Décor,Candles,2026-04-27,4,0.1,5.7,17.7,13.0,1840.1,4337.86
NB-DÉC-100,Décor,Candles,2026-05-04,5,0.5,1.1,11.2,17.5,1840.1,4337.86
NB-DÉC-100,Décor,Candles,2026-05-11,6,0.0,2.2,9.6,8.1,1840.1,4337.86
NB-DÉC-100,Décor,Candles,2026-05-18,7,0.0,2.0,5.0,0.0,1840.1,4337.86
NB-DÉC-100,Décor,Candles,2026-05-25,8,0.0,0.0,5.5,0.1,1840.1,4337.86
NB-FUR-001,Furnishings,Seating,2026-04-06,1,30.4,25.6,90.9,215.0,2887.67,5255.63
NB-FUR-001,Furnishings,Seating,2026-04-13,2,22.4,12.7,49.0,182.0,2887.67,5255.63
NB-FUR-001,Furnishings,Seating,2026-04-20,3,36.4,13.7,42.7,217.0,2887.67,5255.63
NB-FUR-001,Furnishings,Seating,2026-04-27,4,32.1,9.8,32.1,51.0,2887.67,5255.63
NB-FUR-001,Furnishings,Seating,2026-05-04,5,28.2,9.7,28.2,30.4,2887.67,5255.63
NB-FUR-001,Furnishings,Seating,2026-05-11,6,18.6,9.8,18.6,22.4,2887.67,5255.63
NB-FUR-001,Furnishings,Seating,2026-05-18,7,15.0,7.0,15.0,36.4,2887.67,5255.63
NB-FUR-001,Furnishings,Seating,2026-05-25,8,4.9,5.7,4.9,32.1,2887.67,5255.63
NB-FUR-002,Furnishings,Seating,2026-04-06,1,36.7,17.6,75.6,189.0,12988.84,30052.85
NB-FUR-002,Furnishings,Seating,2026-04-13,2,30.3,16.8,44.0,142.0,12988.84,30052.85
NB-FUR-002,Furnishings,Seating,2026-04-20,3,45.1,11.6,45.1,172.0,12988.84,30052.85
NB-FUR-002,Furnishings,Seating,2026-04-27,4,28.0,11.2,28.0,43.0,12988.84,30052.85
NB-FUR-002,Furnishings,Seating,2026-05-04,5,33.1,8.3,33.1,36.7,12988.84,30052.85
NB-FUR-002,Furnishings,Seating,2026-05-11,6,27.0,8.5,27.0,30.3,12988.84,30052.85
NB-FUR-002,Furnishings,Seating,2026-05-18,7,17.0,7.9,17.0,45.1,12988.84,30052.85
NB-FUR-002,Furnishings,Seating,2026-05-25,8,2.8,4.9,2.8,28.0,12988.84,30052.85
NB-FUR-003,Furnishings,Seating,2026-04-06,1,46.9,47.8,101.0,251.0,2961.86,5257.04
NB-FUR-003,Furnishings,Seating,2026-04-13,2,38.0,25.7,92.7,203.0,2961.86,5257.04
NB-FUR-003,Furnishings,Seating,2026-04-20,3,33.6,28.3,49.0,298.0,2961.86,5257.04
NB-FUR-003,Furnishings,Seating,2026-04-27,4,31.6,14.7,31.6,61.0,2961.86,5257.04
NB-FUR-003,Furnishings,Seating,2026-05-04,5,31.1,14.7,31.1,46.9,2961.86,5257.04
NB-FUR-003,Furnishings,Seating,2026-05-11,6,30.7,9.0,30.7,38.0,2961.86,5257.04
NB-FUR-003,Furnishings,Seating,2026-05-18,7,23.4,7.9,23.4,33.6,2961.86,5257.04
NB-FUR-003,Furnishings,Seating,2026-05-25,8,13.1,6.9,13.1,31.6,2961.86,5257.04
NB-FUR-004,Furnishings,Bedding,2026-04-06,1,73.2,65.4,149.9,402.0,5581.98,11833.28
NB-FUR-004,Furnishings,Bedding,2026-04-13,2,60.4,52.6,149.8,344.0,5581.98,11833.28
NB-FUR-004,Furnishings,Bedding,2026-04-20,3,49.5,35.1,94.7,409.0,5581.98,11833.28
NB-FUR-004,Furnishings,Bedding,2026-04-27,4,50.4,21.6,50.4,110.0,5581.98,11833.28
NB-FUR-004,Furnishings,Bedding,2026-05-04,5,45.2,18.1,45.2,73.2,5581.98,11833.28
NB-FUR-004,Furnishings,Bedding,2026-05-11,6,43.2,18.0,43.2,60.4,5581.98,11833.28
NB-FUR-004,Furnishings,Bedding,2026-05-18,7,44.6,17.5,44.6,49.5,5581.98,11833.28
NB-FUR-004,Furnishings,Bedding,2026-05-25,8,32.7,11.6,32.7,50.4,5581.98,11833.28
NB-FUR-005,Furnishings,Rugs,2026-04-06,1,34.1,16.6,76.6,183.0,11633.62,26147.08
NB-FUR-005,Furnishings,Rugs,2026-04-13,2,24.5,15.7,45.0,178.0,11633.62,26147.08
NB-FUR-005,Furnishings,Rugs,2026-04-20,3,46.6,10.3,46.6,182.0,11633.62,26147.08
NB-FUR-005,Furnishings,Rugs,2026-04-27,4,29.6,9.7,29.6,38.0,11633.62,26147.08
NB-FUR-005,Furnishings,Rugs,2026-05-04,5,30.2,9.5,30.2,34.1,11633.62,26147.08
NB-FUR-005,Furnishings,Rugs,2026-05-11,6,19.1,8.3,19.1,24.5,11633.62,26147.08
NB-FUR-005,Furnishings,Rugs,2026-05-18,7,19.0,7.1,19.0,46.6,11633.62,26147.08
NB-FUR-005,Furnishings,Rugs,2026-05-25,8,5.3,5.3,5.3,29.6,11633.62,26147.08
NB-FUR-006,Furnishings,Tables,2026-04-06,1,52.2,52.7,146.6,325.0,13321.16,24939.88
NB-FUR-006,Furnishings,Tables,2026-04-13,2,47.9,35.9,93.6,250.0,13321.16,24939.88
NB-FUR-006,Furnishings,Tables,2026-04-20,3,41.7,29.5,50.1,299.0,13321.16,24939.88
NB-FUR-006,Furnishings,Tables,2026-04-27,4,39.9,17.8,39.9,65.0,13321.16,24939.88
NB-FUR-006,Furnishings,Tables,2026-05-04,5,42.7,17.4,42.7,52.2,13321.16,24939.88
NB-FUR-006,Furnishings,Tables,2026-05-11,6,39.6,15.0,39.6,47.9,13321.16,24939.88
NB-FUR-006,Furnishings,Tables,2026-05-18,7,35.0,11.8,35.0,41.7,13321.16,24939.88
NB-FUR-006,Furnishings,Tables,2026-05-25,8,24.9,10.7,24.9,39.9,13321.16,24939.88
NB-FUR-007,Furnishings,Shelving,2026-04-06,1,48.2,60.0,141.2,336.0,4084.26,7776.19
NB-FUR-007,Furnishings,Shelving,2026-04-13,2,49.8,34.2,122.4,288.0,4084.26,7776.19
NB-FUR-007,Furnishings,Shelving,2026-04-20,3,45.7,31.1,70.8,332.0,4084.26,7776.19
NB-FUR-007,Furnishings,Shelving,2026-04-27,4,38.1,17.5,38.1,76.0,4084.26,7776.19
NB-FUR-007,Furnishings,Shelving,2026-05-04,5,37.8,15.9,37.8,48.2,4084.26,7776.19
NB-FUR-007,Furnishings,Shelving,2026-05-11,6,37.5,16.9,37.5,49.8,4084.26,7776.19
NB-FUR-007,Furnishings,Shelving,2026-05-18,7,35.9,11.7,35.9,45.7,4084.26,7776.19
NB-FUR-007,Furnishings,Shelving,2026-05-25,8,22.7,10.3,22.7,38.1,4084.26,7776.19
NB-FUR-008,Furnishings,Bedding,2026-04-06,1,28.2,19.4,86.0,201.0,6600.07,10789.53
NB-FUR-008,Furnishings,Bedding,2026-04-13,2,21.8,14.0,46.9,160.0,6600.07,10789.53
NB-FUR-008,Furnishings,Bedding,2026-04-20,3,39.9,9.7,39.9,199.0,6600.07,10789.53
NB-FUR-008,Furnishings,Bedding,2026-04-27,4,22.9,10.1,22.9,43.0,6600.07,10789.53
NB-FUR-008,Furnishings,Bedding,2026-05-04,5,25.9,8.7,25.9,28.2,6600.07,10789.53
NB-FUR-008,Furnishings,Bedding,2026-05-11,6,21.6,8.2,21.6,21.8,6600.07,10789.53
NB-FUR-008,Furnishings,Bedding,2026-05-18,7,11.9,7.2,11.9,39.9,6600.07,10789.53
NB-FUR-008,Furnishings,Bedding,2026-05-25,8,3.9,5.2,3.9,22.9,6600.07,10789.53
NB-FUR-009,Furnishings,Rugs,2026-04-06,1,49.4,58.9,142.6,323.0,3721.4,6827.07
NB-FUR-009,Furnishings,Rugs,2026-04-13,2,48.7,37.0,115.6,288.0,3721.4,6827.07
NB-FUR-009,Furnishings,Rugs,2026-04-20,3,45.7,30.3,58.0,314.0,3721.4,6827.07
NB-FUR-009,Furnishings,Rugs,2026-04-27,4,39.8,17.6,39.8,84.0,3721.4,6827.07
NB-FUR-009,Furnishings,Rugs,2026-05-04,5,39.8,16.9,39.8,49.4,3721.4,6827.07
NB-FUR-009,Furnishings,Rugs,2026-05-11,6,38.8,15.3,38.8,48.7,3721.4,6827.07
NB-FUR-009,Furnishings,Rugs,2026-05-18,7,38.8,11.8,38.8,45.7,3721.4,6827.07
NB-FUR-009,Furnishings,Rugs,2026-05-25,8,24.3,11.5,24.3,39.8,3721.4,6827.07
NB-FUR-010,Furnishings,Shelving,2026-04-06,1,38.5,35.9,90.3,215.0,11448.96,24771.63
NB-FUR-010,Furnishings,Shelving,2026-04-13,2,35.8,22.1,62.9,203.0,11448.96,24771.63
NB-FUR-010,Furnishings,Shelving,2026-04-20,3,30.9,16.5,41.0,215.0,11448.96,24771.63
NB-FUR-010,Furnishings,Shelving,2026-04-27,4,29.6,13.5,29.6,54.0,11448.96,24771.63
NB-FUR-010,Furnishings,Shelving,2026-05-04,5,31.0,9.2,31.0,38.5,11448.96,24771.63
NB-FUR-010,Furnishings,Shelving,2026-05-11,6,22.3,7.7,22.3,35.8,11448.96,24771.63
NB-FUR-010,Furnishings,Shelving,2026-05-18,7,19.1,7.4,19.1,30.9,11448.96,24771.63
NB-FUR-010,Furnishings,Shelving,2026-05-25,8,9.9,6.9,9.9,29.6,11448.96,24771.63
NB-FUR-011,Furnishings,Shelving,2026-04-06,1,46.2,54.5,137.6,313.0,17770.93,40593.32
NB-FUR-011,Furnishings,Shelving,2026-04-13,2,42.1,24.7,90.9,232.0,17770.93,40593.32
NB-FUR-011,Furnishings,Shelving,2026-04-20,3,45.4,28.9,49.1,294.0,17770.93,40593.32
NB-FUR-011,Furnishings,Shelving,2026-04-27,4,39.5,16.7,39.5,69.0,17770.93,40593.32
NB-FUR-011,Furnishings,Shelving,2026-05-04,5,41.9,15.0,41.9,46.2,17770.93,40593.32
NB-FUR-011,Furnishings,Shelving,2026-05-11,6,41.2,14.8,41.2,42.1,17770.93,40593.32
NB-FUR-011,Furnishings,Shelving,2026-05-18,7,36.5,11.7,36.5,45.4,17770.93,40593.32
NB-FUR-011,Furnishings,Shelving,2026-05-25,8,28.2,10.7,28.2,39.5,17770.93,40593.32
NB-FUR-012,Furnishings,Shelving,2026-04-06,1,53.7,50.3,146.8,306.0,9527.86,21602.41
NB-FUR-012,Furnishings,Shelving,2026-04-13,2,46.5,37.7,93.3,254.0,9527.86,21602.41
NB-FUR-012,Furnishings,Shelving,2026-04-20,3,41.1,29.3,48.9,309.0,9527.86,21602.41
NB-FUR-012,Furnishings,Shelving,2026-04-27,4,37.1,16.7,37.1,61.0,9527.86,21602.41
NB-FUR-012,Furnishings,Shelving,2026-05-04,5,38.3,14.7,38.3,53.7,9527.86,21602.41
NB-FUR-012,Furnishings,Shelving,2026-05-11,6,35.5,14.5,35.5,46.5,9527.86,21602.41
NB-FUR-012,Furnishings,Shelving,2026-05-18,7,29.3,10.9,29.3,41.1,9527.86,21602.41
NB-FUR-012,Furnishings,Shelving,2026-05-25,8,20.0,7.6,20.0,37.1,9527.86,21602.41
NB-FUR-013,Furnishings,Tables,2026-04-06,1,45.0,49.9,101.1,271.0,12887.72,27856.24
NB-FUR-013,Furnishings,Tables,2026-04-13,2,37.3,24.7,90.9,230.0,12887.72,27856.24
NB-FUR-013,Furnishings,Tables,2026-04-20,3,39.6,29.0,48.7,278.0,12887.72,27856.24
NB-FUR-013,Furnishings,Tables,2026-04-27,4,35.6,14.5,35.6,66.0,12887.72,27856.24
NB-FUR-013,Furnishings,Tables,2026-05-04,5,33.7,15.1,33.7,45.0,12887.72,27856.24
NB-FUR-013,Furnishings,Tables,2026-05-11,6,31.2,12.4,31.2,37.3,12887.72,27856.24
NB-FUR-013,Furnishings,Tables,2026-05-18,7,28.2,8.2,28.2,39.6,12887.72,27856.24
NB-FUR-013,Furnishings,Tables,2026-05-25,8,16.6,7.6,16.6,35.6,12887.72,27856.24
NB-FUR-014,Furnishings,Bedding,2026-04-06,1,37.2,16.1,63.4,173.0,12342.16,25021.41
NB-FUR-014,Furnishings,Bedding,2026-04-13,2,30.1,16.2,36.7,135.0,12342.16,25021.41
NB-FUR-014,Furnishings,Bedding,2026-04-20,3,45.2,11.6,45.2,165.0,12342.16,25021.41
NB-FUR-014,Furnishings,Bedding,2026-04-27,4,32.7,10.8,32.7,36.0,12342.16,25021.41
NB-FUR-014,Furnishings,Bedding,2026-05-04,5,29.1,10.5,29.1,37.2,12342.16,25021.41
NB-FUR-014,Furnishings,Bedding,2026-05-11,6,26.4,9.0,26.4,30.1,12342.16,25021.41
